date,10m_u_component_of_wind_min,10m_u_component_of_wind_mean,10m_u_component_of_wind_max,10m_v_component_of_wind_min,10m_v_component_of_wind_mean,10m_v_component_of_wind_max,2m_temperature_min,2m_temperature_mean,2m_temperature_max,2m_dewpoint_temperature_min,2m_dewpoint_temperature_mean,2m_dewpoint_temperature_max,surface_solar_radiation_downwards_min,surface_solar_radiation_downwards_mean,surface_solar_radiation_downwards_max,total_cloud_cover_min,total_cloud_cover_mean,total_cloud_cover_max,utci_min,utci_mean,utci_max,states,region,max.demand met during the day(mw),shortage during maximum demand(mw),energy met (mu),source,generation_mu,state_share,month,day_of_week,is_weekend,season,energymet_7d_avg,generation_7d_avg,monthly_generation_avg,monthly_energy_avg,dayofweek,weekend,monthly_rolling_mean,demand_rolling,gen_rolling,year,holiday_name,major_holiday,extreme_heat
2013-04-01,-0.7283735,1.0093101,2.4868448,-0.73738027,0.035663374,0.9997597,296.76367,303.90256,311.05472,284.76178,286.5721,288.67468,0.25,1012814.2,3351190.2,0.016217047,0.1005311,0.18968585,298.74026,307.6702880859375,317.91165,Maharashtra,wr,16515,765.0,357.5,Total,841.0,0.9292817679558012,4,0,False,Summer,347.65000000000003,297.8333333333333,,,0,False,114.64666666666666,125.26666666666668,294.3333333333333,2013,,,False
2013-04-01,-0.10926764,1.4034473,2.994862,-0.8139245,-0.41130456,0.34128377,298.37555,301.59848,305.93817,295.84625,296.60825,297.1714,0.25,922522.5,3202625.2,0.26648977,0.5979275,0.8905531,300.40622,305.07847086588544,311.27905,Kerala,sr,2940,500.0,57.6,Total,706.0,0.8737623762376238,4,0,False,Summer,56.64,314.2,,,0,False,53.64,57.6,269.3333333333333,2013,,,False
2013-04-01,-1.1488143,0.38194025,2.6650724,-0.16499522,0.32979083,0.72532743,291.49466,298.04376,304.07245,288.7465,289.98117,291.60095,0.25,958291.8,3220767.0,0.06573682,0.24651796,0.5129124,294.7677,300.92584228515625,308.73816,Mizoram,ner,58,2.0,1.0,Total,29.0,0.8529411764705882,4,0,False,Summer,1.06,12.8,,,0,False,45.67999999999999,1.0,11.333333333333334,2013,,,False
2013-04-01,-1.9275066,-0.26357535,1.1902883,0.78104377,1.5359677,2.4771214,299.11313,303.8882,309.8853,290.78522,294.10632,296.43167,0.25,1018038.8,3354481.8,0.18277007,0.3776736,0.69885486,299.16434,305.31201171875,314.2603,Tamil Nadu,sr,10811,1463.0,234.4,Total,706.0,0.8737623762376238,4,0,False,Summer,226.0,372.0,,,0,False,74.28999999999999,163.33333333333334,244.0,2013,,,False
2013-04-01,-0.40631574,0.26955345,1.6647723,-0.19039437,0.49713525,1.2607589,294.15927,301.97433,308.99368,278.1752,281.99155,284.08282,0.25,948685.5,3188062.5,0.00019037453,0.12301593,0.28018588,288.8263,301.73240152994794,315.0575,Rajasthan,nr,7439,0.0,155.6,Total,683.0,0.8258766626360339,4,0,False,Summer,155.24,327.2,,,0,False,31.636666666666667,104.13333333333334,231.66666666666663,2013,,,False
2013-04-01,-0.8549071,0.037023358,1.3710581,-1.3146883,-0.4039748,1.0713041,276.92047,283.8718,290.80392,272.55658,275.93616,278.378,0.25,993031.2,3315845.8,0.031742677,0.23977153,0.5466375,276.1078,285.1290283203125,301.63837,Uttarakhand,nr,1466,0.0,27.6,Total,683.0,0.8258766626360339,4,0,False,Summer,27.42,327.2,,,0,False,106.43666666666668,27.6,275.6666666666667,2013,,,False
2013-04-02,-1.8190789,-0.18014233,1.8503028,-1.5102915,0.15035252,1.3607132,291.39838,297.8932,305.65314,285.7811,287.51218,288.38297,0.25,960142.7,3160994.8,0.513712,0.73781013,0.9781273,286.7465,298.962890625,311.07657,Haryana,nr,4277,0.0,93.3,Total,675.0,0.8241758241758241,4,1,False,Summer,92.42857142857144,350.2857142857143,,,1,False,47.49666666666666,62.600000000000016,237.0,2013,,,False
2013-04-02,-1.9076457,-1.1936215,-0.098798014,-1.2528547,-0.62952083,-0.20726793,292.9331,297.6153,302.22134,290.07986,291.30527,292.68756,0.25,807624.94,2777487.0,0.21891421,0.32258692,0.5505784,294.4177,299.27589925130206,305.4433,Assam,ner,930,214.0,16.3,Total,28.0,0.875,4,1,False,Summer,16.385714285714286,13.857142857142858,,,1,False,33.59,27.633333333333358,12.0,2013,,,False
2013-04-02,-0.8265154,0.44258705,1.9065847,-0.37048867,0.5904606,1.5036528,295.65024,302.6273,310.49258,286.4156,288.33795,290.4914,0.25,997370.3,3364979.2,0.09231299,0.29372966,0.6471932,295.78766,305.8158365885417,317.08856,Chhattisgarh,wr,2997,49.0,65.5,Total,836.0,0.9258028792912514,4,1,False,Summer,71.15714285714286,261.0,,,1,False,69.75333333333333,49.00000000000002,324.0,2013,,,False
2013-04-02,-0.5700911,-0.37468496,-0.021362053,-0.29248485,-0.0034539837,0.678736,261.7048,267.11258,270.9561,258.7135,262.86002,264.5626,0.25,893037.7,3037724.2,0.87050945,0.96443623,0.99414164,166.15488,256.19976806640625,292.8396,J&K,nr,1414,100.0,29.2,Total,675.0,0.8241758241758241,4,1,False,Summer,31.628571428571423,350.2857142857143,,,1,False,43.32666666666667,29.2,273.0,2013,,,False
